hf_id,hf_name,indicator,iqr,sd,ttt
cdMWqxhAoKr,Tedbabe Mariam Health Post,penta3,0.0,0.0,0.0
cdMWqxhAoKr,Tedbabe Mariam Health Post,rota2,0.0,0.0,0.0
WLxhnV5RcwV,Zazi Health Post,bcg,0.0,0.0,0.0
m5iAnsfSFaw,Abasem Health Post,bcg,0.0,0.0,1.0
CgBrUgxXfx8,Tikure Health Post,penta1,0.0,0.0,0.0
J4R221qqB0W,Dara Health Center,penta3,0.0,0.0,0.0
zTSJHbQ2yLh,Ambukay gefecha  Health Post,bcg,0.0,0.0,0.0
kmlydpULnBm,Anguko Health Post,bcg,0.0,0.0,0.0
UmuzRZxjmme,Abuye Health Post,penta1,0.0,0.0,0.0
UmuzRZxjmme,Abuye Health Post,mcv1,1.0,1.0,1.0
CM1VGv1wbxO,Gug Health Center,mcv1,0.0,1.0,1.0
oyMSqbFEMni,Tosa Felana Health Center,bcg,2.0,1.0,1.0
gGXHPe3evBO,Werego Health Post,ipv,0.0,0.0,0.0
gGXHPe3evBO,Werego Health Post,mcv1,0.0,0.0,0.0
UBerdYyxQP1,Motuma Health Post,penta3,1.0,1.0,1.0
iQYKlMSfm3k,Aba bersoma Health Post,penta3,0.0,0.0,0.0
iQYKlMSfm3k,Aba bersoma Health Post,rota2,0.0,0.0,0.0
O5OBRTomUrA,Asabahir Health Post,ipv,0.0,0.0,0.0
O5OBRTomUrA,Asabahir Health Post,penta1,0.0,0.0,0.0
O5OBRTomUrA,Asabahir Health Post,mcv1,0.0,0.0,1.0
WJxz3HZG98J,Kidisge Health Center,full_vacc,0.0,0.0,0.0
x4UGbUhAbr4,Adis Lidet Health Post,bcg,0.0,0.0,1.0
IwhVo6O8Yd6,Chinguwa Health Post,full_vacc,0.0,1.0,1.0
mNUJDSX8dB6,Hamusit Health Center,bcg,0.0,0.0,0.0
KZEMLkQVCSJ,Biyo Health Post,penta3,0.0,0.0,0.0
BthJ76E16jd,Kurfa Health Post,bcg,1.0,1.0,1.0
pdORQ9fv79J,Wenberiya Barkenta Health Post,penta1,0.0,0.0,0.0
l7w8xtXeZLr,Dehawodih Health Post,bcg,2.0,1.0,1.0
pFubRkADKKU,Checkchek Health Post,bcg,0.0,0.0,0.0
ve64iZnNppL,Bossena Health Post,mcv1,2.0,1.0,2.0
wDRkmvQxqRr,Sawsa Health Post,bcg,1.0,1.0,1.0
PyKtYs3No5B,Bakela Amba Health Post,bcg,0.0,0.0,1.0
ExR4UBtVk3r,Yibab Health Post,mcv1,0.0,0.0,0.0
KUCKVGmmkM8,Gedida Health Post,penta3,0.0,0.0,1.0
KUCKVGmmkM8,Gedida Health Post,mcv1,1.0,1.0,1.0
vu4nCi5UeNG,Resa Health Post,ipv,0.0,1.0,1.0
xyWvvSMZ3n5,Welaedenaba Health Post,penta1,0.0,0.0,1.0
kl9Yl1fB7zk,kobo zuria Health Post,full_vacc,0.0,0.0,0.0
lPfkkkkIOWz,durbete Primary Hospital,bcg,0.0,0.0,0.0
eG47gk8hzYY,Meley Health Post,bcg,0.0,0.0,0.0
gSMG6tRE0G7,Alenge Health Post,ipv,0.0,1.0,1.0
n2gpiJiO5hk,Meni Wenbergia Health Post,bcg,0.0,0.0,0.0
BcetqaCFPUO,Keyafer Health Center,full_vacc,1.0,1.0,1.0
QseLOp7mSnh,Kuli Health Post,penta1,0.0,0.0,0.0
QseLOp7mSnh,Kuli Health Post,full_vacc,0.0,0.0,0.0
IrhXBWYWCSZ,Tsion Seguage Health Post,bcg,0.0,0.0,0.0
NuqIQhQfrnz,Densa Bata Health Center,penta3,0.0,0.0,0.0
NuqIQhQfrnz,Densa Bata Health Center,rota2,0.0,0.0,0.0
pw8aWcX8JrG,Haroye Health Post,bcg,0.0,0.0,1.0
hUv3GE74ivd,Hasene Health Post,mcv1,0.0,0.0,1.0
rjQP6xvI11Z,Kab  health post,penta1,0.0,0.0,1.0
rjQP6xvI11Z,Kab  health post,full_vacc,0.0,0.0,1.0
MvArmtuSi9F,Mekonta Health Post,bcg,0.0,0.0,1.0
ZqG8XuEO0F2,Belen Sarkawoch Health Post,ipv,0.0,0.0,1.0
uOCmaapLw19,07 Werabo Health Post,bcg,0.0,0.0,0.0
gZni4Oi1WA4,Tiatia  Health Post,ipv,0.0,0.0,0.0
gZni4Oi1WA4,Tiatia  Health Post,penta1,0.0,0.0,0.0
gZni4Oi1WA4,Tiatia  Health Post,mcv1,0.0,1.0,1.0
lBk148W1p9y,Adadie Health Post,bcg,0.0,0.0,1.0
SpIPaRRmBVV,Kenbeh Health Post,rota2,0.0,0.0,0.0
KLrbg3Owf9p,Ashen Health Center,penta3,0.0,0.0,0.0
KLrbg3Owf9p,Ashen Health Center,mcv1,0.0,0.0,0.0
oDnmcQBxOym,Deremo Health Center,ipv,0.0,0.0,0.0
oDnmcQBxOym,Deremo Health Center,penta1,0.0,0.0,0.0
CWpgdx77ML0,Kabe Health Center,full_vacc,1.0,1.0,1.0
Va1XC5N9RcU,Ayub Health Post,ipv,0.0,0.0,0.0
Kh9i93at9eo,Timtimat Health Post,rota2,0.0,0.0,0.0
TbV52drfU1v,Berblay Health Post,bcg,0.0,0.0,1.0
O5Sq3mpSP1R,Debay Health Post,mcv1,0.0,0.0,1.0
P9Bsem3rRsu,Jaragedo Health Center,penta3,0.0,0.0,1.0
HTg4Kv6t1jC,Jejeba Health Post,bcg,0.0,0.0,0.0
F8qo1lhQoRO,Tembeko Health Post,mcv1,1.0,1.0,1.0
xDiflt9Brq1,Dengelber Health Center,penta3,0.0,0.0,0.0
Af8JwhliURi,Weyraye Bereye Health Post,mcv1,0.0,0.0,2.0
uJc3JcR6cnX,Goshebado Health Center,penta1,0.0,0.0,0.0
uJc3JcR6cnX,Goshebado Health Center,full_vacc,0.0,0.0,0.0
d9ESwzckJt0,Mewat Health Center,ipv,0.0,0.0,0.0
d9ESwzckJt0,Mewat Health Center,mcv1,0.0,0.0,0.0
zDnXkHKYDHM,Ahtiy Health Post,bcg,0.0,0.0,1.0
quxL5YvqWmU,Melese Mesana Meda Health Post,ipv,0.0,0.0,1.0
jb83rLovp2A,Gorebela Health Center,full_vacc,0.0,0.0,0.0
k8qQuseu6Yr,Zelan Health Post,bcg,0.0,0.0,1.0
gXUZPgsvZhv,Yegnd Health Post,bcg,0.0,0.0,0.0
c1IkEi2BKrj,Wayteklu Health Post,penta3,2.0,1.0,1.0
c1IkEi2BKrj,Wayteklu Health Post,rota2,3.0,0.0,1.0
QzVfjad3edK,Tsitsika Health post,ipv,1.0,1.0,1.0
UdKow6G11cM,Walka Health Post,ipv,0.0,0.0,0.0
VXIAUDFfHf4,Enegade Health Center,mcv1,0.0,0.0,0.0
ehvmWuwxrsa,Jemedo Health Center,bcg,0.0,0.0,0.0
wrEn097d86y,Teta Health Post,ipv,0.0,0.0,0.0
wrEn097d86y,Teta Health Post,penta1,0.0,0.0,1.0
wrEn097d86y,Teta Health Post,mcv1,1.0,1.0,1.0
bA5lwPjwX88,Bibugn primary Hospital,penta3,0.0,0.0,0.0
bA5lwPjwX88,Bibugn primary Hospital,mcv1,0.0,0.0,0.0
qIf5GjQ874f,Gagibiya Health Post,rota2,2.0,0.0,1.0
u1JyAz7CcuK,Zegeza Health Post,ipv,1.0,1.0,2.0
u1JyAz7CcuK,Zegeza Health Post,mcv1,3.0,0.0,1.0
uoMKHS3iEK6,Shega Health Post,bcg,0.0,0.0,0.0
eE4VL5DDxcJ,sorit Health Post,full_vacc,0.0,0.0,0.0
N8kSqiqcWNr,Ferese Megalbia Health Post,bcg,0.0,0.0,0.0
iNZH12MOPQI,Harewa Health Center,bcg,0.0,0.0,0.0
pfMm49IRHVb,Kirstos Semra Health Center,ipv,1.0,0.0,1.0
pfMm49IRHVb,Kirstos Semra Health Center,mcv1,0.0,0.0,0.0
U3x5poKFcFW,Sata Health Post,full_vacc,0.0,0.0,1.0
RFvbcS06pyB,Shaga Gebireal Health Post,rota2,0.0,0.0,1.0
KXAudAX9HWM,Deregeha Health Post,mcv1,0.0,0.0,0.0
BeEBeKaxw40,Ayina Health Center,full_vacc,0.0,0.0,0.0
oTdhIuWt5Wg,Angofie Health Post,bcg,0.0,0.0,1.0
W9ImVysYDa5,Afaf Health Post,rota2,1.0,1.0,1.0
VaESE7dhMWV,Addismender 01 Health Post,penta3,0.0,1.0,1.0
kaw4lexbE3N,Shebla Health Post,bcg,0.0,0.0,1.0
gKwXqROyusZ,Kirstossemira Health Post,bcg,1.0,0.0,1.0
fC2DYZ0a7AY,Tatek Lesira Health Post,penta3,0.0,0.0,0.0
onDIWjBhlSp,Shemila Health Post,bcg,0.0,0.0,0.0
S2n6N7D6K7d,Weko Health Post,ipv,0.0,0.0,0.0
S2n6N7D6K7d,Weko Health Post,penta1,0.0,0.0,0.0
ZjhQT8mYM7l,Sheharda Health Post,bcg,0.0,0.0,1.0
kqIb3xfynN4,Fajjie Health Center,penta3,0.0,1.0,1.0
uiAx0ZJBNes,Amba Mariam Health Post,penta1,0.0,0.0,0.0
OReiFl4NPlB,Shediho Meket Primary Hospital,mcv1,0.0,0.0,0.0
BFXFfJYhmCl,Gorobo Health Post,bcg,1.0,1.0,1.0
pxyXhzrYnp9,Ashekereterara Health Post,penta1,0.0,0.0,0.0
pxyXhzrYnp9,Ashekereterara Health Post,full_vacc,0.0,0.0,1.0
ISJhojMlNTQ,Ewa Health Post,ipv,0.0,0.0,1.0
ISJhojMlNTQ,Ewa Health Post,mcv1,0.0,0.0,0.0
MvhTV8LPJl5,Tigele Andenet Health Post,rota2,0.0,0.0,1.0
wiBcRSbzyZK,Karena Health Post,penta1,1.0,1.0,1.0
VEOxDA5dktc,Manguda Health Post,bcg,0.0,0.0,0.0
An6XDTeOMcV,kalim Health Center,penta1,0.0,0.0,0.0
An6XDTeOMcV,kalim Health Center,full_vacc,0.0,0.0,0.0
LWWYJyMVBvN,Jansuma Health Post,penta3,1.0,0.0,1.0
uN7nZddUqiY,mendefera Health Post,penta1,0.0,0.0,1.0
uN7nZddUqiY,mendefera Health Post,full_vacc,0.0,0.0,0.0
Ee5AEjFGyNi,Shimburma Health Post,penta1,1.0,1.0,1.0
Y119uvACp6O,Ayat Meda Health Post,bcg,2.0,1.0,1.0
qkxWF2wYbPP,Ashen Health Post,penta1,0.0,0.0,1.0
JRkLvlIKqW6,Birka Health Post,bcg,0.0,0.0,0.0
iD3AZb2m6nd,Bofa kemise Health Post,ipv,0.0,0.0,0.0
iD3AZb2m6nd,Bofa kemise Health Post,penta1,0.0,0.0,0.0
Yz8FwUhsEJ6,Arida Health Post,full_vacc,1.0,1.0,1.0
dnsmzLhIBru,Yebo Arjena Health Post,ipv,0.0,0.0,1.0
dnsmzLhIBru,Yebo Arjena Health Post,mcv1,0.0,0.0,0.0
hL5kKbEhuLR,Sindma Health Post,rota2,2.0,0.0,2.0
I5UVfRmJ8Qf,Tsgure Health Post,ipv,0.0,0.0,0.0
Ly2ikUQRyaS,Gudoberet zuriya Health Post,full_vacc,0.0,0.0,0.0
eUqxggyVjXd,Kolela Kuskuam Health Post,rota2,1.0,0.0,1.0
dirCi8ERzpg,Sanka Health Center,bcg,0.0,0.0,0.0
zb1zLneWR7V,Yewobi Enechifo Health Post,penta3,1.0,1.0,1.0
twiuVnkTWU0,Tala Health Center,penta3,1.0,0.0,1.0
nkHAqP1FPyA,Enkash Health Post,ipv,1.0,1.0,2.0
nkHAqP1FPyA,Enkash Health Post,penta1,2.0,2.0,2.0
nkHAqP1FPyA,Enkash Health Post,mcv1,1.0,0.0,1.0
k0ZqzJbpTCM,Senbet Debir Health Post,bcg,0.0,0.0,0.0
qaSc6xe5MSF,Dase Denzaze Health Post,bcg,0.0,0.0,1.0
j4puRkEx5oI,Baynagunsi Health Post,ipv,0.0,0.0,0.0
j4puRkEx5oI,Baynagunsi Health Post,penta1,0.0,0.0,1.0
j4puRkEx5oI,Baynagunsi Health Post,mcv1,0.0,0.0,0.0
OAl21nIWVEG,Arsoamba Health Post,ipv,0.0,0.0,0.0
lW7MEL3ckpH,Tora Meda Health Post,ipv,0.0,0.0,2.0
lW7MEL3ckpH,Tora Meda Health Post,penta1,0.0,1.0,1.0
lW7MEL3ckpH,Tora Meda Health Post,mcv1,0.0,0.0,1.0
ixPGxa3b4gm,Gesages Shimbrma Health Post,bcg,0.0,0.0,0.0
RIa87bnNat2,Wadra  Health Post,ipv,0.0,0.0,0.0
JOFvl6FAHMl,Debre Selam Health Post,penta3,0.0,0.0,1.0
RdbYHdswJfI,Shat Health Post,ipv,0.0,0.0,1.0
Tn53lh26VDA,Wondasa Kusikuam Health Post,penta3,0.0,0.0,0.0
Tn53lh26VDA,Wondasa Kusikuam Health Post,rota2,1.0,1.0,1.0
dGLIZ4rwXDA,Enxit Health Post,penta3,0.0,0.0,0.0
dGLIZ4rwXDA,Enxit Health Post,rota2,0.0,0.0,0.0
ru3bw5TFZpD,Atakelt Health Post,bcg,0.0,0.0,0.0
W9pVU6v8t7r,Yegoda Health Post,bcg,0.0,0.0,1.0
Y08sh1bBuN5,Forhie Eyesus Health Post,penta3,0.0,0.0,2.0
Eyav1OgRK0X,Wondefay Health Post,mcv1,0.0,0.0,0.0
l0U6ZwmZ9tg,Gendowine Health Center,rota2,0.0,0.0,1.0
WOV8FwsiUAj,Ateta Health Post,ipv,0.0,0.0,1.0
NOHW6mnslmw,Gulie Health Center,full_vacc,0.0,0.0,0.0
PJ6Mma2is5m,Chichikie Health Center,bcg,0.0,0.0,0.0
ftdG5jcXSkT,Tubadino Health Post,penta3,3.0,0.0,2.0
ftdG5jcXSkT,Tubadino Health Post,mcv1,1.0,1.0,1.0
Yrbkvnx17I8,Shimti Tiku Health Post,penta3,0.0,0.0,0.0
Yrbkvnx17I8,Shimti Tiku Health Post,rota2,1.0,0.0,1.0
niBOzWaluee,Abin Health Post,penta1,0.0,0.0,0.0
HwVZKJY0I2K,Chkie Health Post,penta3,0.0,0.0,1.0
iH3QGPtMvZI,Mesno Health Center,rota2,0.0,1.0,1.0
ygYWvbIFu5Q,Anchim Health Center,penta3,0.0,0.0,0.0
q2NRz9a1rVH,Bahir Dar Health Center,mcv1,0.0,0.0,0.0
M46XsKARirw,Wodajo Health Post,penta3,3.0,0.0,2.0
M46XsKARirw,Wodajo Health Post,mcv1,3.0,0.0,1.0
rrSgxfl7kaj,Gulm Denjin Health Post,bcg,0.0,0.0,0.0
uxuR9YkixTv,Abaysquar Health Post,bcg,2.0,1.0,1.0
cLBJcHCbVtk,Degola Health Post,ipv,0.0,0.0,0.0
rKpvm6I1maV,Ababikela Health Post,full_vacc,2.0,0.0,2.0
qHPUlU9KJIn,Ankesha Health Post,full_vacc,1.0,1.0,1.0
LW2oGqzSSGg,Yegodena Health Post,rota2,1.0,1.0,1.0
fWQ8Oe2VUGK,yimach Health Post,penta1,0.0,0.0,0.0
fWQ8Oe2VUGK,yimach Health Post,full_vacc,0.0,0.0,0.0
CdIP9WJQVZk,Bewa Health Post,penta1,1.0,1.0,1.0
X8iqOKdan2I,Dendegora Health Post,full_vacc,0.0,1.0,1.0
lMgCSfBwlM1,Yemoshit Health Post,rota2,1.0,1.0,1.0
gdffbxYjk3z,Engdage Health Post,bcg,0.0,0.0,0.0
iikwnMVefzJ,Agamber Health Center,bcg,0.0,0.0,0.0
xp7Ax8hKLzV,Mekidesa Health Post,penta1,0.0,0.0,0.0
xp7Ax8hKLzV,Mekidesa Health Post,full_vacc,0.0,0.0,0.0
tksSyKd5g12,Kat Health Post,ipv,0.0,0.0,0.0
Vd4kOvGrsNf,Tesfa georgis Health Post,bcg,0.0,0.0,0.0
yiSURZ401zK,Giraram Health Post,bcg,2.0,1.0,1.0
H7WI79rrvCN,Mentie Health Post,ipv,0.0,0.0,1.0
H7WI79rrvCN,Mentie Health Post,mcv1,2.0,0.0,1.0
C3t3B8X0kB9,Korke Health Post,bcg,0.0,0.0,2.0
VAMfhgW3Lct,Zegie Health Post,ipv,0.0,0.0,0.0
xTZ3PxQmX7g,Yayira Health Post,bcg,0.0,0.0,1.0
OqBa3nvZuWW,Tirch Health Post,ipv,0.0,0.0,0.0
OqBa3nvZuWW,Tirch Health Post,mcv1,0.0,0.0,0.0
NkTFLbK5Pek,Megendy Health Post ,ipv,0.0,0.0,0.0
NkTFLbK5Pek,Megendy Health Post ,mcv1,1.0,1.0,1.0
gVVI7hTDN4v,Nabrayebalat Health Post,bcg,0.0,1.0,1.0
jydw3SvgKgw,Mad Health Post,penta3,0.0,0.0,0.0
r1lMY6rcT6k,Lamegeno Health Post,penta1,0.0,0.0,0.0
ratyDnD6Hob,Kiladamie Health Post,ipv,1.0,1.0,1.0
bOEr29UCTwd,Den Health Center,penta3,1.0,1.0,1.0
bOEr29UCTwd,Den Health Center,mcv1,0.0,0.0,0.0
Am5HZtc5uSm,Saba Health Post,penta3,0.0,0.0,1.0
B5J1Yvlh3XC,Jansuma Health Center,bcg,0.0,0.0,1.0
VgEUqXGtA04,Mehal wonz Health Post,penta1,0.0,1.0,1.0
VgEUqXGtA04,Mehal wonz Health Post,full_vacc,2.0,1.0,1.0
ZnMkqw2pCj5,Dergaj Health Center,mcv1,0.0,0.0,0.0
x5GrzJoN3aV,Fissa Health Post,mcv1,0.0,0.0,0.0
PMYqSdXNhcY,3 Tu Segno Health Post,full_vacc,0.0,0.0,1.0
NSLQtzNhUk3,Yinach Health Post,penta3,0.0,0.0,0.0
NSLQtzNhUk3,Yinach Health Post,mcv1,0.0,1.0,1.0
w6EnaEX2tFP,Hara 02 Health Post,bcg,0.0,0.0,0.0
uubqWA0Yy2C,07 Tuluadami Health Post,full_vacc,0.0,0.0,0.0
NTwF2PAsEXd,Genze Health Post,full_vacc,1.0,1.0,1.0
WmZmI8F5Kw6,Maraki Health Center,bcg,0.0,0.0,0.0
gESALBxGz0N,Jersa Health Post,bcg,2.0,0.0,1.0
avjbc439Egh,Chachena yisata Health Post,penta3,0.0,0.0,1.0
avjbc439Egh,Chachena yisata Health Post,mcv1,2.0,1.0,1.0
g8pyqbR2llE,Tej Bahir Health Post,bcg,0.0,0.0,1.0
HTVW15qsxfg,Dega Segnin Zuria Health Post,bcg,0.0,0.0,0.0
CsVkAkaSnr5,Mekane-Selam General Hospital,bcg,0.0,0.0,0.0
ZPKBxNbJuKv,Debre Medhanit Kebese Health Post,rota2,1.0,1.0,1.0
Tg1WF3QAjU2,Yezihur Health Post,ipv,0.0,0.0,0.0
ZZdW7jRyKF5,Gonder Ber Health Center,full_vacc,1.0,1.0,1.0
vgSigiIahAV,Michewa Health Post,bcg,0.0,0.0,0.0
IOfSPj9E6JM,Chachina Alwa Health Post,rota2,1.0,1.0,1.0
XYKTqsC5AYm,Tirazfere Health Post,penta3,0.0,0.0,1.0
XYKTqsC5AYm,Tirazfere Health Post,mcv1,0.0,0.0,0.0
U57Bth5E6hW,Chireti Health Center,bcg,1.0,1.0,1.0
VM1uEXWHOIf,Darabo Health Post,mcv1,1.0,1.0,1.0
uwBcUa0XYRc,Motie Health Post,penta3,0.0,0.0,0.0
uwBcUa0XYRc,Motie Health Post,mcv1,2.0,1.0,1.0
YbOvXwwOKCB,Ayidie Health Post  ,penta3,0.0,0.0,1.0
YbOvXwwOKCB,Ayidie Health Post  ,rota2,0.0,1.0,1.0
i60XBD2OhUA,Dambash Health Post,bcg,0.0,0.0,2.0
jpAUie5xLgv,Arba Tsguar Health Post,bcg,0.0,0.0,0.0
vKkypOdxzP3,Shoga Health Post,bcg,1.0,1.0,1.0
GYAU2DvLAkE,Telfetit Health Post,rota2,2.0,1.0,1.0
j7ANy9rpzny,Eziet Health Post,full_vacc,0.0,0.0,1.0
llxliUSpRxI,Adiselam Health Post,penta1,0.0,0.0,0.0
A68R3WQlT4q,Yekegan Health Post,bcg,0.0,0.0,0.0
dChwZ5MGFQA,Woldelulo Health Post,penta3,2.0,1.0,1.0
tqRuJcEgHlG,Debre Work Health Center,penta1,0.0,1.0,1.0
Bz7AlX8Ea7n,Injibara General hospital,bcg,0.0,0.0,0.0
fqpN3kGwade,Kulmesk Health Center,mcv1,0.0,0.0,0.0
xAcVpvgoO1s,Gogoes Health Post,penta1,3.0,0.0,2.0
ncdJ4xitPSD,Wondelef Health Post,bcg,2.0,1.0,2.0
j1fXVhjSWuq,Alember Health Center,bcg,0.0,0.0,0.0
Hv7opT4DBwZ,Arerti Zuriya Health Post,full_vacc,0.0,0.0,0.0
lpjNKAsyUkH,Sankisa Health Post,ipv,0.0,0.0,0.0
MxrY05vl7pY,Ambiki Health Post,bcg,0.0,0.0,0.0
yya5vcBgyXa,Defia Health Post,penta3,2.0,1.0,2.0
yya5vcBgyXa,Defia Health Post,mcv1,1.0,1.0,1.0
Bj3BY4vVgqE,Yetnora Health Post,full_vacc,0.0,1.0,1.0
m2a9DOqkcRj,Banbicho Health Center ,penta3,0.0,0.0,0.0
m2a9DOqkcRj,Banbicho Health Center ,mcv1,0.0,0.0,0.0
F7dSRSFnZ7G,Ayehu Health Center,bcg,0.0,0.0,1.0
NUPeV7jYmn1,Habtegaho health center,full_vacc,0.0,1.0,1.0
JMisv3l62az,Waro Health Center,rota2,0.0,0.0,0.0
Q31iGQxJjcM,Kisha Health Post,bcg,0.0,0.0,0.0
xNnil8yQCL2,Zelalem Desta Health post,mcv1,1.0,1.0,1.0
WWZsA2q3yhQ,Aderarua Health Post,penta3,0.0,0.0,0.0
WWZsA2q3yhQ,Aderarua Health Post,rota2,0.0,0.0,1.0
eArzw0ovhbQ,Kolele Lecha Health Post,ipv,0.0,0.0,0.0
eArzw0ovhbQ,Kolele Lecha Health Post,mcv1,0.0,0.0,1.0
LkEdQRyV0sL,Adet,mcv1,2.0,1.0,1.0
gzhPayOonN2,Gult Health Post,bcg,1.0,1.0,1.0
jRTe6a73A7L,Baket Health Post,penta3,0.0,0.0,1.0
jRTe6a73A7L,Baket Health Post,mcv1,1.0,0.0,1.0
oP2wt9bH1Aw,Agerkenegna Kuter2 health post,penta1,0.0,1.0,1.0
NolxJPP153C,Agni Fereda Health Post,penta3,0.0,0.0,0.0
NolxJPP153C,Agni Fereda Health Post,mcv1,0.0,0.0,1.0
NMh7ncm67o1,Aselele Kelebte Wenber Health Post,penta3,0.0,0.0,0.0
OVFdPsNPIFu,Tejmerer Health Post,full_vacc,0.0,0.0,1.0
jptwbHj0q07,Gerebie Health Center,rota2,1.0,0.0,1.0
zCz6pIEqjig,Cherecha Health Post,bcg,0.0,0.0,0.0
VkJtvH1xMbG,Tarashahura Health Post,bcg,3.0,0.0,1.0
LjLUaw1iFjQ,Chefie Health Post,penta3,4.0,0.0,1.0
LjLUaw1iFjQ,Chefie Health Post,rota2,0.0,0.0,1.0
GJj9KegKfX5,sariya Health Post,rota2,0.0,0.0,0.0
Kxf9rl03gFY,Kolako Health Center,mcv1,0.0,0.0,0.0
YkqNEtEkvTa,Ashifa Health center,bcg,0.0,0.0,0.0
mi2fPlex45H,Kerker Balegzeabher Health Post,penta3,0.0,0.0,0.0
qcLShoVZtBh,zigba Health Post,bcg,0.0,0.0,0.0
sIHN72VG9g5,Doro gibir Health Post,full_vacc,1.0,1.0,1.0
eExf53yigWR,Ilu Health Post,rota2,0.0,0.0,1.0
TsQCdyO5sZB,Genbo Silasie Health Post,penta3,0.0,0.0,1.0
bbR60M3ZwnR,Shinfa Health Center,penta3,0.0,0.0,0.0
bbR60M3ZwnR,Shinfa Health Center,mcv1,0.0,0.0,0.0
muwvW7bePD3,Kola Asasa Health Post,bcg,0.0,0.0,0.0
QSuKvT6U3vX,Gebrie Amba Health Post,rota2,2.0,1.0,1.0
SzX0jpFEi4L,Gedebe Health Center,mcv1,0.0,0.0,0.0
Fkw0r9dprlW,Sera Health Post,bcg,0.0,0.0,1.0
D3YsCDJJV3f,Birakat Health Center,penta1,0.0,0.0,1.0
D3YsCDJJV3f,Birakat Health Center,full_vacc,1.0,1.0,1.0
f8mp833g85X,Harawbelo Health Center,mcv1,1.0,1.0,1.0
qprrp8sPfTH,Atarimesk Health Post,penta3,1.0,1.0,1.0
qprrp8sPfTH,Atarimesk Health Post,mcv1,1.0,1.0,1.0
NfvTBEHrktg,Siadebir Hp Health Post,penta3,0.0,0.0,1.0
NfvTBEHrktg,Siadebir Hp Health Post,rota2,0.0,0.0,0.0
VgBMLs5oYgv,Chaja Mikael Health Post,bcg,1.0,1.0,1.0
jrzwt4JeyHu,Gerfaurene Health Post,bcg,1.0,1.0,1.0
qUh8WCKUx8X,Sacha Health Post,bcg,0.0,0.0,0.0
AtdcW8jAKrJ,Ejeresa Health Post,mcv1,3.0,0.0,1.0
xqVWy6qe3JS,Odabela Health Center,bcg,0.0,0.0,1.0
wfypNlvNV4l,Gedam Mekal Health Post,ipv,0.0,0.0,1.0
Sz2QhJsuAO5,Zendegure Health Post,mcv1,0.0,0.0,1.0
PzViehUGNl9,Masodengola Health Center,bcg,0.0,0.0,0.0
e2nsiYZElbw,Setila Health Center,ipv,1.0,1.0,1.0
e2nsiYZElbw,Setila Health Center,penta1,1.0,1.0,1.0
e2nsiYZElbw,Setila Health Center,mcv1,1.0,1.0,1.0
uU5ATzFrAeO,Berberseg Health Post,bcg,0.0,0.0,1.0
OmKTIGM0GXk,Gedayasu Health Post,full_vacc,0.0,0.0,0.0
yNIYh6P5CtL,Atsede Mariam Health Post,penta3,0.0,0.0,0.0
O0UJqUcMi2q,Wonga Nifasm Health Post,penta3,0.0,1.0,1.0
O0UJqUcMi2q,Wonga Nifasm Health Post,rota2,0.0,0.0,1.0
p6sVVV691sJ,Weqin Health Center,penta1,0.0,0.0,0.0
nob33cy8La7,Belaza Health Post,penta3,0.0,0.0,0.0
nob33cy8La7,Belaza Health Post,rota2,0.0,0.0,1.0
MjHL7s6HW7P,Agirat Health Post,penta3,0.0,0.0,0.0
TvsfPtnUm3a,Shumsheha Health Center,mcv1,0.0,0.0,0.0
eaqYmpDAq58,Enat guya Health Post,bcg,1.0,1.0,1.0
gTNXiUCNGxR,Mewat Health Post,penta3,2.0,0.0,2.0
gTNXiUCNGxR,Mewat Health Post,mcv1,0.0,1.0,1.0
oJv2NQeEKOw,Lunce Health Post,penta1,0.0,0.0,0.0
EyyT3XiCOs8,Gibtsawit Health Post,ipv,0.0,0.0,0.0
EyyT3XiCOs8,Gibtsawit Health Post,mcv1,1.0,1.0,1.0
ELDmDTuccA4,Jeman Health Post,full_vacc,1.0,1.0,1.0
KYW2BKZwlSN,Hamusit Health Center,bcg,0.0,0.0,0.0
QeUBhruMleb,Mekar Health Post,mcv1,0.0,0.0,1.0
XV155dBUfbO,Debre Maryam Health Center,penta3,0.0,0.0,0.0
XV155dBUfbO,Debre Maryam Health Center,mcv1,0.0,0.0,0.0
sKRxYtNfpK8,Weftoma Health Post,bcg,0.0,0.0,0.0
EUOMVDwT8IP,Asewa Health Post,full_vacc,1.0,1.0,1.0
XaEGzRt63L5,Yecherka Health Post,mcv1,0.0,0.0,0.0
wI0QWvQCJaE,Antharia Health Post,ipv,1.0,0.0,1.0
RvieJr3w8Uo,Sinan Mariam Health Post,ipv,0.0,0.0,1.0
G0zs5jKSfpq,Ambatina Health Post,rota2,0.0,0.0,0.0
QGOGwg4BlCK,yelet Health Post,mcv1,0.0,0.0,0.0
VoXYPvzso5a,Sofia Meda Health Post,rota2,0.0,0.0,0.0
COpyOnDNVPv,Enesiekol Health Post,ipv,0.0,0.0,0.0
KBmzrkKAjRU,Wondach Health Post,bcg,0.0,0.0,0.0
EVDUG8j5sRg,Chiguali Health center,ipv,0.0,0.0,0.0
EVDUG8j5sRg,Chiguali Health center,mcv1,0.0,0.0,1.0
Z4CQTeoygHj,Workmidir Health Post,full_vacc,0.0,0.0,1.0
