hf_id,hf_name,indicator,iqr,sd,ttt
K2kZsJFMe5T,Agam Wuha Health Post,ipv,0.0,1.0,1.0
K2kZsJFMe5T,Agam Wuha Health Post,rota2,0.0,0.0,1.0
bCg8Wgo13WV,Kezen Health Post,full_vacc,0.0,0.0,1.0
K6N77WXoZDx,Tsirigi  Health Center,full_vacc,1.0,1.0,1.0
i0YiJNaPdDX,Koli Health Post,penta3,0.0,0.0,0.0
STmAgetGsbp,Arebia Health Post,ipv,0.0,0.0,0.0
STmAgetGsbp,Arebia Health Post,rota2,0.0,1.0,1.0
vMFrxUCHA3c,Charasekela Health Post,rota2,0.0,0.0,0.0
N6Gwy1Zs8jP,Jara Shikera Health Post,rota2,0.0,1.0,1.0
yrq7iHxwiEN,Muatarge,bcg,1.0,1.0,1.0
L455oaSeqja,Mesheha Health Post,ipv,0.0,0.0,0.0
L455oaSeqja,Mesheha Health Post,rota2,0.0,0.0,0.0
Ye0cbLqRVYi,Chinkulit Health Post,ipv,0.0,0.0,0.0
Ye0cbLqRVYi,Chinkulit Health Post,penta1,0.0,0.0,0.0
DVwmjiBLA4M,Tsiwon Health Post,penta1,0.0,0.0,0.0
cebDEcl46lm,Ayiseg Health Post,mcv1,1.0,1.0,1.0
DGUi6mHJVfM,wojit Health Post,rota2,0.0,0.0,0.0
TioDlXacxbu,Ye Derek Health Post,penta3,2.0,0.0,2.0
g4DKX2TqZjP,Dariya Health Post,penta3,1.0,1.0,1.0
g4DKX2TqZjP,Dariya Health Post,full_vacc,0.0,0.0,1.0
hXPW99j0i0z,Worke Meskele Health Post,rota2,0.0,0.0,0.0
QeomUYeJijB,University of Gondar Comprehensive Spcialized Hospital,ipv,0.0,0.0,0.0
QeomUYeJijB,University of Gondar Comprehensive Spcialized Hospital,penta1,0.0,0.0,0.0
S8TkToWlNcd,Tis Abay Zuriya Health Post,ipv,0.0,0.0,0.0
S8TkToWlNcd,Tis Abay Zuriya Health Post,penta1,0.0,0.0,0.0
HERlYKsVgKi,Tebela Health Post,ipv,0.0,0.0,0.0
HERlYKsVgKi,Tebela Health Post,penta1,0.0,0.0,0.0
aUfD6yoeRMZ,Sebi Serako Health Post,rota2,0.0,0.0,1.0
YBlcdiI1T5l,Del Health Center,bcg,0.0,0.0,1.0
IxQ0bXcCqGy,Degera Health Center,ipv,0.0,0.0,0.0
IxQ0bXcCqGy,Degera Health Center,penta1,0.0,0.0,0.0
yYP53YeH2jt,Asawa Health Center,rota2,0.0,0.0,0.0
o2SkH3km1rz,Kabsaramba Health Post,ipv,0.0,0.0,0.0
o2SkH3km1rz,Kabsaramba Health Post,rota2,0.0,0.0,1.0
HVWjhV7sV1t,Amesha Health Post,full_vacc,1.0,1.0,1.0
crtu8HQ8RrQ,Anjene Health Post,rota2,0.0,0.0,0.0
tFhfZ50T90w,Hagere Selam Health Center,ipv,1.0,0.0,1.0
pyuGgdVX8W2,Kola Kirkos Health Post,rota2,0.0,0.0,1.0
fWyc8o7w1YI,Goshebado Health Post,rota2,0.0,0.0,0.0
E65sAzY4hry,Wumbri Health Post,rota2,0.0,0.0,1.0
F18WYnPJ1y4,Negadie Bahir Health Post,bcg,0.0,0.0,0.0
TgDkJ3nwS0T,Sebentera Health Post,bcg,0.0,0.0,0.0
LW77cGpPQVt,Bambluk health center,ipv,0.0,0.0,0.0
LW77cGpPQVt,Bambluk health center,penta1,0.0,0.0,1.0
jB0mkj89nl8,Addiss Zemen Health Center,bcg,0.0,0.0,1.0
J4d5NJBZGio,Wogela Health Post,penta1,3.0,0.0,2.0
iw7RPywtAlT,Memere Ager Health Post,ipv,0.0,0.0,1.0
iw7RPywtAlT,Memere Ager Health Post,penta1,0.0,0.0,1.0
UaDWR9HAzbS,Makefta Health Post,ipv,1.0,1.0,1.0
kMCqn5YfPzy,Enaskay Health Post,rota2,2.0,2.0,2.0
De3qk1PJXJG,Aremfema Health Post,rota2,1.0,1.0,1.0
vIFN1pjlKXQ,Dima Health Post,full_vacc,0.0,0.0,1.0
WHAXvuth88D,Amba Mariyam Health Center,penta1,0.0,0.0,1.0
DYWclUbW5GJ,Safeda Health Post,rota2,1.0,1.0,1.0
gTfXj5svJSE,Derona Health Post,rota2,0.0,0.0,0.0
IBGYFFK64EJ,Wohini Durbetie  Health Post,bcg,0.0,0.0,1.0
jB7aHBRphTB,Aykuachakir Health Post,rota2,0.0,0.0,0.0
M9OT4UFFjVR,Abitera Health Post,mcv1,0.0,0.0,1.0
XedFqEq0cFU,Shemafej Health Post,penta3,2.0,1.0,1.0
lSJGNSebZcC,Dodo Health Center,rota2,0.0,0.0,1.0
HIpD4RNXRZh,Soroka Health Post,ipv,0.0,0.0,0.0
HIpD4RNXRZh,Soroka Health Post,penta1,0.0,0.0,0.0
Fj1EQlLR6qy,Shahura Primary Hospital,rota2,0.0,0.0,1.0
OWKtaddONwp,Abazazh Health Post,bcg,0.0,0.0,0.0
TbonUNjyznJ,Gimrna wagsat  Health Post,penta3,0.0,0.0,1.0
TbonUNjyznJ,Gimrna wagsat  Health Post,rota2,0.0,0.0,1.0
KDrSoTiVyLY,Ajje Health Post,mcv1,0.0,0.0,1.0
O1MMQVbu1ug,Ardesa Health Post,ipv,0.0,0.0,1.0
O1MMQVbu1ug,Ardesa Health Post,rota2,0.0,0.0,1.0
xkQzbXG6g5o,Koladeba Health Center,ipv,0.0,0.0,0.0
xkQzbXG6g5o,Koladeba Health Center,penta1,0.0,0.0,0.0
zP2g9EXBLCD,Digo Kanta Health Post,full_vacc,1.0,1.0,1.0
BZMnQQwFlqz,Ayibar Health Post,bcg,0.0,0.0,0.0
LgApMWBFpVb,Enewend Health Post,rota2,0.0,0.0,1.0
T7RNK8JI24l,Adisalem Health Post,ipv,0.0,0.0,0.0
T7RNK8JI24l,Adisalem Health Post,rota2,0.0,0.0,0.0
teFNTCnQCCx,Finewa Health Center,penta1,0.0,0.0,0.0
IMIaynCuchq,Adisu Firie Health Post,mcv1,1.0,1.0,1.0
SrHKE5RN10e,Firtatku Health Post,mcv1,0.0,0.0,0.0
gPW29CR2tAh,Ayaber Health Post,mcv1,1.0,1.0,1.0
CtlBd1tbcka,Tibebo Health Post,penta1,0.0,0.0,0.0
x5lP1aS2Ot0,Merew Bila Health Post,full_vacc,0.0,0.0,0.0
TbZlbtJDjtQ,Burafer Health Center,mcv1,0.0,0.0,1.0
ElXWYVxM2fp,Lideta Kereyu Health Post,rota2,0.0,0.0,0.0
uIv469y2PWu,Damot Tsion Health Post,bcg,0.0,0.0,2.0
hloKq6Xs6O2,Kino Mender 1 Health Post,rota2,1.0,1.0,1.0
ESRlZaynwL3,Wojel ankirak Health Post,penta1,2.0,1.0,1.0
ntDq9rdFRUl,Guhala Zuria Health Post,bcg,0.0,0.0,0.0
qNHyAMVPk60,Arkane Begola Health Post,rota2,1.0,1.0,1.0
yWpAusRqj2x,Akermit Health Center,full_vacc,0.0,0.0,0.0
WQrn8XYHrCZ,Debre Tslalo Health Post,mcv1,1.0,1.0,1.0
DM3Pd0sYqSY,Deguli Health Post,penta3,0.0,0.0,1.0
S8Q952Mv4Ch,Adis zemen Health Post,rota2,0.0,0.0,1.0
TFZUOgXoC35,Debir Abajale Health Post,ipv,0.0,0.0,0.0
TFZUOgXoC35,Debir Abajale Health Post,penta1,0.0,0.0,1.0
lvG4duuerA0,Buambua Wuha Health Center,penta3,1.0,1.0,1.0
R2xln9szz6F,Asgidom Health Post,penta3,1.0,0.0,1.0
Kl5skcWFnLV,Debre Zebit Health Center,mcv1,0.0,0.0,0.0
JACKgLXjFeY,Siadebir Health Center,penta3,0.0,0.0,0.0
JACKgLXjFeY,Siadebir Health Center,full_vacc,0.0,0.0,0.0
PAAJOkcNEt0,Girargie Health Post,ipv,1.0,0.0,1.0
PAAJOkcNEt0,Girargie Health Post,penta1,1.0,0.0,1.0
SLhr4aAQRTd,Agewuye Health Post,full_vacc,0.0,0.0,1.0
EIsma4TZltF,Degamote Health Post,ipv,1.0,1.0,1.0
EIsma4TZltF,Degamote Health Post,penta1,0.0,0.0,0.0
N5vPU8o6UoN,Siter Health Center,ipv,0.0,0.0,0.0
N5vPU8o6UoN,Siter Health Center,penta1,1.0,1.0,1.0
Pt7DEEPogpO,Lemba Arbaytu Health Post,penta3,1.0,0.0,1.0
Ag1rx23CQA6,Tita Health Center,penta1,1.0,1.0,1.0
gLkdmK5Z7CS,Walideba Health Post,full_vacc,2.0,1.0,1.0
rWJSCwkGmun,Gordoselmon Health Post,full_vacc,0.0,0.0,0.0
dFCGj5nXbIg,Gonji Zuria Health Post,ipv,0.0,0.0,0.0
dFCGj5nXbIg,Gonji Zuria Health Post,penta1,0.0,0.0,0.0
z4PJLlz9OGU,Gedober Health Post,ipv,3.0,0.0,2.0
z4PJLlz9OGU,Gedober Health Post,penta1,4.0,0.0,2.0
N7yiTjS4nY5,Lay Tara Health Post,mcv1,1.0,1.0,1.0
ksIO1yaafO1,Ago Health Post,bcg,2.0,1.0,2.0
zFMmuFtFIgm,Abrham Health Post,ipv,0.0,1.0,1.0
zFMmuFtFIgm,Abrham Health Post,penta1,1.0,1.0,1.0
LblJfkG5Ruo,Saremeder Health Center,full_vacc,0.0,0.0,0.0
VS4uwpTvZBG,Jajrab Health Post,bcg,0.0,0.0,1.0
YMjeEL0SQbo,Achayta Health Post,penta3,0.0,0.0,0.0
O3oRsp6ax2y,Anchew Health Post,bcg,0.0,0.0,0.0
QqyMLbZYnuz,Ayera General Hospital,rota2,0.0,0.0,0.0
XrrqstVkrJv,Sabiya Sayna Health Post,full_vacc,0.0,0.0,0.0
UzmfRYRrID3,Teltele Health Center,bcg,0.0,1.0,1.0
YE8Y9Usttr3,Lehlum Selam Health Post,ipv,0.0,0.0,0.0
YE8Y9Usttr3,Lehlum Selam Health Post,penta1,0.0,0.0,0.0
g7dOeieVzKV,Dederie Health Post,rota2,1.0,1.0,1.0
lcJHN9BqJtU,Bidaro Health Post,bcg,1.0,1.0,1.0
pc9eHrQFNMJ,Ende Shignit Health Post,ipv,0.0,0.0,0.0
pc9eHrQFNMJ,Ende Shignit Health Post,penta1,0.0,0.0,1.0
cehEiLLL8tf,Mereba Health Center,penta1,0.0,0.0,0.0
ujtrODFFY6e,3 Tu Gimjabet Health Post,bcg,0.0,0.0,0.0
zl3FAvLfFh3,Sirinka Health Post,rota2,1.0,1.0,1.0
EEXgrEqYGru,Wahelo Health Post,mcv1,2.0,1.0,1.0
nEU5ajdnU2D,Chandiba Health Post,bcg,0.0,0.0,0.0
DBhRlRbtKjo,Ligaba Health Post,rota2,0.0,0.0,0.0
fFmliKjrvE3,Zemene Merik 01 Health post,bcg,0.0,0.0,0.0
IxqmpcqdIL0,Degan Health Center,rota2,1.0,1.0,1.0
lZxB6KHb9Zg,Chilaydiba Health Post,ipv,0.0,0.0,0.0
lZxB6KHb9Zg,Chilaydiba Health Post,penta1,0.0,0.0,0.0
m2B5rJ0TBTl,Segechila Health Post,penta1,0.0,0.0,0.0
CLxVx9FZdyF,Sertiya Warkage Health Post,mcv1,3.0,1.0,1.0
vr501sBLDot,Wabir Health Center,penta3,0.0,0.0,0.0
vr501sBLDot,Wabir Health Center,full_vacc,1.0,1.0,1.0
gIIxNaDdv5a,Deriji Health Post,mcv1,0.0,0.0,1.0
UOoOWrzOrJg,Zeji Health Post,ipv,0.0,0.0,0.0
UOoOWrzOrJg,Zeji Health Post,rota2,0.0,0.0,0.0
NvqvQY9xraJ,Sekota Health Center,full_vacc,0.0,0.0,0.0
IkGzMealKAk,Debre Markos Kebele 07 Daligaw Health Post,mcv1,0.0,0.0,0.0
UI3xHHK0zgW,Dido Health Post,ipv,0.0,0.0,2.0
UI3xHHK0zgW,Dido Health Post,penta1,0.0,1.0,1.0
bRNeIo3lSNF,Tikurdur Health Center,ipv,0.0,0.0,0.0
bRNeIo3lSNF,Tikurdur Health Center,rota2,0.0,0.0,0.0
i0DFCmzwsg7,Mahiber Selam Health Post,full_vacc,0.0,0.0,0.0
XA1DrY67Eut,Kirkirit Health Post,penta1,0.0,0.0,0.0
sJVcJQmfhca,Shamo health post,mcv1,0.0,0.0,1.0
k25E5nf3TiP,Wecheka Health Post,ipv,0.0,0.0,0.0
Ry6jwl7Pu3Z,Amed washa Health Post,penta1,0.0,0.0,1.0
Ry6jwl7Pu3Z,Amed washa Health Post,rota2,0.0,0.0,0.0
QrIn3Nl3TOo,Wofit Health Center,penta3,0.0,0.0,0.0
X1C2m4hgq1C,Zeker Health Post,ipv,0.0,0.0,1.0
YVwCtlPb9Ch,Lamgeno Health Center,bcg,0.0,0.0,0.0
buMcJ7SAup5,Tita 011 Health Post,bcg,0.0,0.0,0.0
ZWb8jbotcO9,Wogeri  Debeso Health Post,mcv1,0.0,1.0,1.0
aCtjMr0kvv1,Kurabas Health Post,rota2,0.0,1.0,2.0
aCtjMr0kvv1,Kurabas Health Post,full_vacc,1.0,1.0,1.0
MdRFZveyvrk,Aykel Health Center,mcv1,2.0,1.0,2.0
pje4yiwrCKX,Lielima Health Post,ipv,0.0,0.0,0.0
pje4yiwrCKX,Lielima Health Post,penta1,0.0,0.0,0.0
aJvSdduxGSp,Megdom Health Post,ipv,0.0,0.0,2.0
jNDFT23mjgH,Yeguarat Health Post,penta3,0.0,0.0,1.0
QNa5bCWn2Ou,Yewula Health Post,mcv1,1.0,1.0,1.0
z6z9tpS8fYY,Ginb Health Post,penta1,0.0,0.0,0.0
G2woOiH96MW,Fiker lehager Health Post,ipv,0.0,0.0,0.0
gmItta6WM1Q,Arses Amba Health Post,ipv,1.0,1.0,1.0
E9heyrMiOKE,Sali Health Center,mcv1,0.0,0.0,1.0
E6IZQGxBrgp,Kachur Health Post,mcv1,0.0,0.0,0.0
Aln4kXsGqm6,Felege Birhan Health Center,penta3,1.0,1.0,1.0
HXUXakaUSxE,Abadra Health Center,penta3,0.0,0.0,1.0
HXUXakaUSxE,Abadra Health Center,rota2,0.0,0.0,1.0
JniVYmIXSE1,Agummamit Health Center,penta1,0.0,0.0,0.0
JniVYmIXSE1,Agummamit Health Center,full_vacc,0.0,0.0,1.0
xOA01MzkkdV,Arkane Begola Health Center,penta1,0.0,0.0,0.0
uVqpBOcn1pi,Mukali Health Post,bcg,0.0,0.0,1.0
ibNG4F5TTK1,Silda Health Post,penta1,1.0,1.0,1.0
ibNG4F5TTK1,Silda Health Post,rota2,1.0,1.0,1.0
gvAKPj1RlGi,Risegenet Health post,penta3,0.0,0.0,0.0
CU4HUe6lIBx,Dengeshita Warkit Health Post,bcg,0.0,1.0,1.0
CU4HUe6lIBx,Dengeshita Warkit Health Post,mcv1,0.0,1.0,1.0
e33xqGvGmwF,Wefit Health Post,penta1,1.0,1.0,1.0
UcCxMJE3bhQ,Kestambula Health Post,mcv1,1.0,1.0,1.0
MSOT7nvpSEe,Agunchet Health Post,mcv1,0.0,1.0,1.0
sFzbDljZlna,Mene Gobena Health Post,ipv,0.0,0.0,0.0
sFzbDljZlna,Mene Gobena Health Post,penta1,0.0,0.0,0.0
mjCaoRgqzrm,Selamaya Health Post,ipv,0.0,0.0,1.0
mjCaoRgqzrm,Selamaya Health Post,penta1,0.0,0.0,0.0
SKdebS8U80d,Mintura Health Post,bcg,0.0,0.0,0.0
fIxhwr2B9wg,Dek health center,penta3,0.0,1.0,1.0
DKKktdtW92M,Chefehuriso Health Post,penta3,2.0,0.0,1.0
DKKktdtW92M,Chefehuriso Health Post,rota2,1.0,0.0,1.0
ysGfr7we1iz,Chilkuana Health Post,bcg,0.0,0.0,0.0
oF2PyB0ij3E,Wergaja Health Post,ipv,0.0,0.0,0.0
QLfru1YCY3q,Robit Health Post,bcg,1.0,1.0,1.0
XRx9kBigvCM,Kernewary Health center,penta1,0.0,0.0,0.0
mZKFhQO6Yya,Kosay chore Health Post,penta3,0.0,0.0,0.0
mZKFhQO6Yya,Kosay chore Health Post,rota2,0.0,0.0,0.0
BSJfUYtSTu1,Kongerchula Health Post,mcv1,1.0,1.0,1.0
H2Mtn5j7bFc,Weji Health Center,penta1,0.0,0.0,0.0
H2Mtn5j7bFc,Weji Health Center,full_vacc,0.0,0.0,1.0
MUmzA9dOQs9,Konen Health Post,penta3,0.0,0.0,0.0
MUmzA9dOQs9,Konen Health Post,rota2,0.0,0.0,1.0
Ld7sz4YUymV,Kibtia Health Post,rota2,1.0,1.0,1.0
AjTBOWSlI8g,Ahuntegegn Health Center,rota2,0.0,0.0,0.0
AjTBOWSlI8g,Ahuntegegn Health Center,full_vacc,0.0,0.0,0.0
yPFF3c1jgwH,Seriko Health Center,mcv1,0.0,0.0,0.0
fgphIByr1aJ,Astiebogy Health Post,penta3,0.0,0.0,0.0
fgphIByr1aJ,Astiebogy Health Post,rota2,0.0,0.0,0.0
rSiqrII5sll,Bulga Health Center,rota2,0.0,1.0,1.0
rSiqrII5sll,Bulga Health Center,full_vacc,0.0,0.0,1.0
tO8Lt2P1i6q,Dimto Health Post,mcv1,2.0,1.0,1.0
h3loFPe9nj9,Degera Health Post,penta3,0.0,0.0,1.0
uPpZBGjIIvl,Wuha abo Health Post,penta3,0.0,0.0,0.0
mQfP2ElkGgv,Chonchok Health Center,ipv,0.0,0.0,0.0
P81qRV5tAJN,Chat Warka Health Center,bcg,0.0,0.0,0.0
P81qRV5tAJN,Chat Warka Health Center,mcv1,0.0,0.0,1.0
SPwKfcTisKR,Michig  Health Post,bcg,0.0,0.0,0.0
oHcLOCgE4MI,Kelela Health Center,ipv,1.0,1.0,1.0
K2JhHWMZPO5,Amijaye Health Post ,bcg,0.0,1.0,1.0
MRT8u61yQLb,Ahyafejjie Health Center,penta1,1.0,1.0,1.0
kCSdpERhrQc,Wunbiri Wundigi Health Center,rota2,2.0,0.0,2.0
KVFPLWJCex2,Tsedoye Health Center,ipv,0.0,0.0,0.0
KVFPLWJCex2,Tsedoye Health Center,penta1,0.0,1.0,1.0
xxZXeCdGXNL,Mengisto Health Post,ipv,0.0,0.0,2.0
PuNvvRqiFsv,Tsana Health Center,rota2,0.0,0.0,0.0
PuNvvRqiFsv,Tsana Health Center,full_vacc,0.0,0.0,0.0
lU3fNbJY3TH,Fezel Health Post,penta3,0.0,0.0,0.0
THWswudv9kI,Debre Egzi Health Post,rota2,1.0,1.0,1.0
THWswudv9kI,Debre Egzi Health Post,full_vacc,1.0,1.0,1.0
JxDSIWzQ4d0,Damot Tsion Health Center,full_vacc,0.0,0.0,0.0
v3GiQh23GDY,Kirakir Health Center,penta3,0.0,0.0,0.0
LL3mwlNpmPn,Tengeha  Health post,ipv,0.0,0.0,0.0
vWrvpnT2EXm,Dengel Health Post,full_vacc,0.0,0.0,0.0
Xli9IgYTRe5,Ayna Mikael Health Post,penta1,1.0,1.0,1.0
RvTy27XDl00,Bati Primary Hospital,full_vacc,0.0,0.0,0.0
OuxpIGSnikQ,Libiso Health Post,bcg,2.0,1.0,1.0
I4HecvxeltJ,Dibana Health Post,mcv1,0.0,1.0,1.0
NXQzh7vfMxg,Konger Health Post,ipv,0.0,1.0,1.0
NNlEplQqwFl,Ajire Health Center,ipv,1.0,1.0,1.0
Kw0V5NrDPhK,Hamusit Health Post,ipv,0.0,0.0,0.0
wpjCEAN4mm5,Wogeltena Health Center,bcg,0.0,0.0,1.0
LzYzvUo1omZ,Limado Health Post,mcv1,1.0,1.0,1.0
AZ0gDk6OGlR,Wodera Health Post,rota2,0.0,0.0,0.0
q6Ht7flqQtx,Sanja Primary Hospital,penta1,0.0,0.0,0.0
ZJuL1c2i0iw,Wogera Primary Hospital,mcv1,0.0,0.0,0.0
tnHfcRirilx,Enchet Kab Health Post,bcg,0.0,0.0,1.0
a7TPSSf8oxF,Kore Health Post,penta1,0.0,0.0,1.0
PbfDC1Y8Pq0,Doba Health Post,penta1,0.0,0.0,1.0
PbfDC1Y8Pq0,Doba Health Post,rota2,0.0,1.0,1.0
ojAyNNmWtRc,Ouzze Health Post,ipv,1.0,1.0,1.0
ojAyNNmWtRc,Ouzze Health Post,penta1,5.0,0.0,0.0
SupqzqHjuW7,Serity Health Post,penta1,0.0,0.0,0.0
GoI6RXjsA7l,Guramba Health Post,ipv,1.0,0.0,1.0
uZSqQhZ5C4R,Wustenbay Health Post,penta1,1.0,0.0,1.0
uZSqQhZ5C4R,Wustenbay Health Post,full_vacc,0.0,0.0,0.0
RGQrdkqo02p,Senbetgie Health Post,penta3,1.0,1.0,1.0
HxgNd8GoA5Z,Waz Health Post,penta1,0.0,0.0,0.0
HxgNd8GoA5Z,Waz Health Post,full_vacc,1.0,1.0,1.0
V5NGYRLiPxM,Minch Health Post,rota2,2.0,1.0,1.0
V5NGYRLiPxM,Minch Health Post,full_vacc,0.0,1.0,1.0
DWK85h8t9Uc,Adisge Health Post,mcv1,1.0,1.0,1.0
xsa6djEKu2V,Talia Health Center,mcv1,0.0,0.0,0.0
WyRli7yaWh2,Beteliham Health Center,ipv,0.0,0.0,0.0
WyRli7yaWh2,Beteliham Health Center,penta1,0.0,0.0,0.0
j7aUGideZdC,Dembia Primary Hospital,rota2,0.0,0.0,0.0
j7aUGideZdC,Dembia Primary Hospital,full_vacc,0.0,0.0,0.0
FfuuhVOSKer,Woyis Kisat Health Post,ipv,2.0,1.0,1.0
WwSo8fbHVvM,Legdia Health Post,bcg,0.0,0.0,0.0
zNKhoCfFjCq,Tilili Health center,penta3,1.0,1.0,1.0
kDFk2nX8U11,Kurt Bahir Health Post,penta1,0.0,0.0,1.0
ZndWMbaowVN,Amesteya health post,penta1,1.0,1.0,1.0
z76pTlNYt3m,Sanetima Health Post,mcv1,0.0,0.0,0.0
l3tvdlSTKrE,Kinti Health Center,mcv1,0.0,0.0,0.0
F0w7Kdr2pAn,Gedam Health Post,ipv,0.0,0.0,0.0
F0w7Kdr2pAn,Gedam Health Post,penta1,0.0,0.0,0.0
rGARq7aiDJ7,Kinbaba Health Post,penta1,0.0,0.0,1.0
VnmPQk1mtGs,Ashamit health post,penta3,0.0,0.0,0.0
VnmPQk1mtGs,Ashamit health post,rota2,0.0,0.0,0.0
BUUvvL3BhsZ,Gafera Health Post,penta3,0.0,0.0,0.0
dGwGoecYqE6,zubamba Health Post,penta3,0.0,0.0,0.0
dGwGoecYqE6,zubamba Health Post,rota2,0.0,0.0,0.0
MI41Gi4Igo8,Debi Health Post,mcv1,0.0,0.0,0.0
mhhP4QaKPdD,Fana Health Post,penta1,0.0,0.0,1.0
OE44WZ7smjD,Zoz Health Post,penta1,0.0,1.0,1.0
OE44WZ7smjD,Zoz Health Post,full_vacc,0.0,0.0,1.0
ySp780kCoH8,Dingayber Selasie Health Post,mcv1,0.0,0.0,0.0
UcEJpH5CyNE,Zur Aba Health Post,ipv,2.0,1.0,1.0
iVj1V2TR2Pj,Tame Health Center,ipv,0.0,0.0,0.0
w1aQ1v8y81E,Worego Health Post,penta3,0.0,0.0,0.0
cV6mf9NTgpW,Argana Ashera Health Post,rota2,1.0,0.0,2.0
cV6mf9NTgpW,Argana Ashera Health Post,full_vacc,1.0,0.0,1.0
DfFCvhqKq0B,Yetefet Health Post,rota2,0.0,0.0,1.0
H9TOoTvE4Sl,Titera Health Post,rota2,0.0,0.0,1.0
H9TOoTvE4Sl,Titera Health Post,full_vacc,1.0,1.0,1.0
cNNIudELigf,Ambo Kara Health Post,bcg,0.0,0.0,0.0
x3h8i241F1r,Arusi Mesasabya Health Post,ipv,4.0,0.0,2.0
yU2XOvfk4oN,Debre Zeit Kuchit Health Post,bcg,1.0,1.0,1.0
cjvBLxkU6Ey,Wulika Zelihon Health Post,full_vacc,0.0,0.0,1.0
AboDn7J72Dr,Yiganda Health Post,rota2,0.0,0.0,0.0
gUY6v754Tnk,Defrgie Health Post,rota2,0.0,1.0,1.0
KAXPg5mzklH,Mocha  Health Center,rota2,0.0,0.0,0.0
KAXPg5mzklH,Mocha  Health Center,full_vacc,0.0,0.0,0.0
lis6keYYh8F,Aregaye Health Post,bcg,1.0,1.0,2.0
fEI8GXcmMvZ,Barkana Health Post,penta1,1.0,1.0,1.0
fEI8GXcmMvZ,Barkana Health Post,full_vacc,1.0,1.0,1.0
iwnOh1aq5MZ,Yaya Health Post,rota2,2.0,0.0,1.0
iwnOh1aq5MZ,Yaya Health Post,full_vacc,2.0,1.0,1.0
QmcWaqxcnuU,Aditewulgn Health Post,ipv,1.0,1.0,1.0
QmcWaqxcnuU,Aditewulgn Health Post,penta1,2.0,0.0,1.0
fpPAlio7XQ6,Leget Health Post,bcg,0.0,0.0,0.0
b1PYIKYgAny,Sefra Aleka,bcg,0.0,0.0,0.0
CQfRBrgzGHV,Aderseg Health Post,penta1,0.0,0.0,0.0
c4VDJvNdBCy,Gabla Health Center,mcv1,2.0,1.0,2.0
I8QmNIWu3mq,Abasilma Health Post,ipv,0.0,0.0,1.0
jx0YwAmAljy,Gualsa Health Post,ipv,0.0,0.0,0.0
csIfH1ptu2v,Chendefo Health Post,mcv1,0.0,0.0,1.0
mxoFm8JH7RF,May Doge Health Post,penta1,0.0,0.0,1.0
kacvgyTmNYt,sireal Health Post,rota2,3.0,0.0,1.0
kacvgyTmNYt,sireal Health Post,full_vacc,1.0,1.0,1.0
EW25AvrQ8uS,Ded Eyesus Health Post,full_vacc,0.0,1.0,1.0
vllUNMgU7Cz,Ateta Health Post,penta3,0.0,0.0,1.0
vllUNMgU7Cz,Ateta Health Post,rota2,0.0,0.0,1.0
PCHJJ3nRSGt,Chihna Health Post,rota2,0.0,0.0,1.0
dUV5LC99XMy,Yimeri Health Post,ipv,1.0,1.0,1.0
dUV5LC99XMy,Yimeri Health Post,penta1,1.0,0.0,1.0
l14sBHPcwgC,06 Mutigar Health Post,full_vacc,0.0,0.0,0.0
YOdUrZxOqIh,Selelkula Health Post,full_vacc,0.0,0.0,0.0
T8IUH0GtyEq,Birbuaks Health Post,bcg,0.0,0.0,1.0
peZ0gTZ42Yj,Bere Ager Health Center,bcg,0.0,0.0,0.0
t6iaFgusthL,Soma Health Post,penta3,0.0,0.0,0.0
g1RzXn5UElF,Ashety Leba Gedel Health Post,ipv,0.0,0.0,0.0
ZSkY1a2ZANz,Debre Zeit Health Post,bcg,4.0,0.0,0.0
kiYUD3qskvf,Zengaje Health Post,ipv,0.0,0.0,0.0
kiYUD3qskvf,Zengaje Health Post,penta1,0.0,0.0,0.0
kviEZiRCxND,Majetie Health Center,ipv,0.0,0.0,1.0
ol03xM0JGbD,Jeha Health Post,penta1,0.0,0.0,0.0
ol03xM0JGbD,Jeha Health Post,full_vacc,0.0,0.0,1.0
xyomq9SxpBh,Dinat Health Post,bcg,1.0,1.0,1.0
MgFUpFlgeje,Sasit Health Center,penta1,0.0,0.0,0.0
MgFUpFlgeje,Sasit Health Center,full_vacc,0.0,0.0,0.0
OCA0nmnJ9xj,Zihibest Health Post,penta1,0.0,0.0,0.0
OCA0nmnJ9xj,Zihibest Health Post,full_vacc,0.0,1.0,1.0
zI4MYH5TOyx,Meteh Bila Health Center,mcv1,0.0,0.0,1.0
uoG7rDyR0Ih,Nabramicael Health Post,penta3,0.0,1.0,1.0
afcv5KVllV1,darat Health Post,penta1,0.0,0.0,1.0
t5Yik2ZRoi5,Ella Health Post,penta1,0.0,0.0,0.0
pSUd1Dlnr73,Magesa Health Post,bcg,0.0,0.0,0.0
XNsIFEdyJmG,Mayilomin Health post,ipv,1.0,1.0,1.0
u5pCvJElwTX,Mebel Health Post,ipv,0.0,0.0,0.0
IYW9XrBwl8V,Tirtira Health Post,ipv,0.0,0.0,0.0
GX1YEZ45GcI,Adilemlem Health Post,mcv1,2.0,1.0,2.0
zsVDKcVZR6N,Chid Mariam Health Post,rota2,1.0,1.0,1.0
pWKULEx5Avq,Wereya Health Post,mcv1,1.0,1.0,1.0
