region,hf_id,hf_name,indicator,iqr,zscore,ttt
Amhara Regional Health Bureau,ule3nOvuvh5,Rome Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,yuxzS2hUO42,Workine Health Post,penta3,1.0,0.0,2.0
Amhara Regional Health Bureau,eDBPk6xV14Y,Dameto Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,OB2okLlkFvM,Mehal mecharie Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,h2zSP0raYyp,Agaga Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,EaTBiYdzgU1,Gudoberet Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,rBPzzhyDA8G,Jamma didikyemstina Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,K5CYrRg5uOK,Shemelegra health post,penta1,1.0,0.0,1.0
Amhara Regional Health Bureau,K5CYrRg5uOK,Shemelegra health post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,o4astroOq01,Medagie Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,zsqCyC6ShPT,Tezen Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,rQB8HiUVQ0V,Lehulum Selam Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,touDLbJ4SQq,Dream Care General Hospital,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,lSJGNSebZcC,Dodo Health Center,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,QIGBt4rR1YO,Fentale Health Post,penta3,4.0,0.0,1.0
Amhara Regional Health Bureau,Z795FjpClIr,Siter Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,Z795FjpClIr,Siter Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,alfoim5UAa4,Senkegna Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,HoyNwY58vmW,Ynesa Lmrt Health Post,penta1,2.0,1.0,1.0
Amhara Regional Health Bureau,HoyNwY58vmW,Ynesa Lmrt Health Post,penta3,4.0,0.0,1.0
Amhara Regional Health Bureau,cjhu76Lodel,Debre Hiwot Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,fpPAlio7XQ6,Leget Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,AM79a7M1foW,Cherkegn Health Post,mcv1,3.0,1.0,1.0
Amhara Regional Health Bureau,iVxBd1VqHkf,Akako sarwi Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,fWUZMBy9VWh,Estie Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,tlJNv0rmRwe,Netsanet Bedrjit Health Post,bcg,0.0,1.0,1.0
Amhara Regional Health Bureau,ZegLGp6Pjwb,Aykela Health Post,bcg,3.0,0.0,1.0
Amhara Regional Health Bureau,KUCKVGmmkM8,Gedida Health Post,penta1,2.0,1.0,1.0
Amhara Regional Health Bureau,S6ffnDpdJTB,Deliba Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,WdDWUcSonCY,Lekilekit Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,WdDWUcSonCY,Lekilekit Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,xQynx9PBlK2,Sayint Primary Hospital,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,wlnHrNbtOLe,Adet Health Center,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,wlnHrNbtOLe,Adet Health Center,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,LvurHktKUjb,Demama Anegeref Health Post,bcg,3.0,0.0,0.0
Amhara Regional Health Bureau,eagLR0wzs6F,Trishman Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,ughgHV8LrXC,Begdie 023 Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,ughgHV8LrXC,Begdie 023 Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,EyMIK7C1ilq,Debrekidusan Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,f3CCEExgNBJ,Tertera Health Post,penta3,0.0,1.0,2.0
Amhara Regional Health Bureau,xM7zAybcT23,Debremedhanit Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,mcdq0RPWlAy,TachiAksta Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,bX5YKkStEUQ,Deber Zana Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,ucl6DwxQz7E,Amba Ager Health Post,mcv1,2.0,1.0,2.0
Amhara Regional Health Bureau,EVDUG8j5sRg,Chiguali Health center,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,JhuoaQEqprb,Defergie Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,RohuFhqfCGB,Ketarie Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,rygaja7A24v,Zimbitit Health Post,rota2,0.0,0.0,2.0
Amhara Regional Health Bureau,rygaja7A24v,Zimbitit Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,uy06SpV1E01,Hodansh Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,uy06SpV1E01,Hodansh Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,s3BpVGJwW17,Nibazila Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,zfdFTsEcuuL,Ambisie Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,UNNvmX2tGK3,Guay Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,v3QM5HStBgt,Tirgi zurya  Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,DOQ07hP6Ik5,Bilajeg Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,iSpeZBfNH6J,kotmender Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,IYW9XrBwl8V,Tirtira Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,Kxf9rl03gFY,Kolako Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,CRoR5puUEVD,Yigem Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,CRoR5puUEVD,Yigem Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,GzN9umOjQFT,Chenta Health Post,rota2,1.0,0.0,1.0
Amhara Regional Health Bureau,GzN9umOjQFT,Chenta Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,rGaNHH5iL1D,Gelesha Health Post,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,qgOzQy5vWTC,Tie Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,rIYIuyBpo19,Kudad Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,zFrKXFu20dU,Negode Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,WF3Ew4PX42c,Deneba Primary Hospital,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,wn38FVsqOgZ,Gula Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,BtpsI8Gnlxf,Addis Amba Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,BtpsI8Gnlxf,Addis Amba Health Post,full_vacc,2.0,1.0,1.0
Amhara Regional Health Bureau,x3nSH25dGwR,Chaity Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,mVFDBGMX2uP,Mukechi Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,FZO0NObDngo,Debre-Markos Comprehensive and Specialized Hospital,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,FZO0NObDngo,Debre-Markos Comprehensive and Specialized Hospital,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,AsJo5B3wxLE,Yigdad Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,AsJo5B3wxLE,Yigdad Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,rz53h80d5xF,Wotet Ber Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,rz53h80d5xF,Wotet Ber Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,uv9RTJEwwWx,Debre Giorgis Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,KLRz5JkkNMl,Telezamo Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,KLRz5JkkNMl,Telezamo Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,O8hX0NtindV,Chisa Health Center,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,SdqtSgzXtA3,Tamo Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,LVhN4qJiTAj,Sefi Bahir Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,gdz9vwUifUg,Arbayitu Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,nSl8mZcdYw1,Gubay Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,iSJV6ZDJpms,Chaba Heaalth Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,iSJV6ZDJpms,Chaba Heaalth Post,penta3,0.0,0.0,2.0
Amhara Regional Health Bureau,MUQ3lWI7qsE,Tiya Health Post,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,PaS2rv7e0wn,Wottet Abay Health Center,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,vMUSFPauGSC,Dumri Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,rrSgxfl7kaj,Gulm Denjin Health Post,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,aHQxr6jUXJ7,Guguftu Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,aHQxr6jUXJ7,Guguftu Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,W05DgCUH5p8,Quhar Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,Nj0D6Jz67I2,Yinesa Health Center,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,e15L26xuwnA,yithana Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,JhUkOOJ5dh9,Kechinarih Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,JGGQ9hxIkm9,Maje Health Post,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,TbV52drfU1v,Berblay Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,pq0XGx5CY8x,Tedat(014) Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,pq0XGx5CY8x,Tedat(014) Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,vIEBMkSJ9fr,Arbisi Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,GfupvArsgzQ,Kibeb Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,IeIKPXK5dTG,Yenagura Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,pekVHJ3nQVk,Debat Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,gkSOYQeIgXg,Kitalgne Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,yHROmcwNGTW,Buhona Health  post,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,c3LZ5C3cnBq,Amizie Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,c3LZ5C3cnBq,Amizie Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,GMHXejuXb8u,Woyinoch Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,ZLmhJ07l9Hf,Bermile Terara Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,Gj5HCaDWoqJ,Denbola Health Post,rota2,0.0,1.0,1.0
Amhara Regional Health Bureau,Gj5HCaDWoqJ,Denbola Health Post,full_vacc,2.0,1.0,2.0
Amhara Regional Health Bureau,aFiD1zsicb9,Wayu Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,kp4MbYdZy8x,Anjeb Health Post,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,ksLb8MrZB84,Ziwa Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,qDNthknVoeo,Sera Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,qDNthknVoeo,Sera Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,ve64iZnNppL,Bossena Health Post,ipv,2.0,1.0,2.0
Amhara Regional Health Bureau,XgkP5Mg00QY,Wenberoch Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,Y0wTExAM3pQ,Mawure Health Post,penta3,2.0,0.0,0.0
Amhara Regional Health Bureau,qakZEpD3GP1,Buabuata Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,tf7dXUySFIJ,Wongey Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,tf7dXUySFIJ,Wongey Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,x9Va36cMXrz,Lake Gebiya Health Post,rota2,2.0,1.0,1.0
Amhara Regional Health Bureau,x9Va36cMXrz,Lake Gebiya Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,opTSvNG3S7T,Hurmo Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,HFSFYiPP3o2,Koriemeda Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,HFSFYiPP3o2,Koriemeda Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,csOmr7LOzlS,Chankia Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,FADMHVaebc8,Kuni Health Post,bcg,1.0,0.0,1.0
Amhara Regional Health Bureau,FADMHVaebc8,Kuni Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,NMcf6gJq0ID,Bofa Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,NMcf6gJq0ID,Bofa Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,upExKlIMLaP,Bakelo Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,upExKlIMLaP,Bakelo Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,GOr8LW8wpEN,Arefa Masikana Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,k2l8EMKSRAv,Debre Markos Kebele 01 Endegem Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,NYPs1nvDdMg,Ayiseg Health Center,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,kSiJ08M7hn5,Zemnbirhan Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,kSiJ08M7hn5,Zemnbirhan Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,HIpD4RNXRZh,Soroka Health Post,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,j6Q2MCRYpg0,Qurajige Health Post,mcv1,0.0,0.0,2.0
Amhara Regional Health Bureau,AkYA4KM0Y0d,Chefa Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,AkYA4KM0Y0d,Chefa Health Post,full_vacc,1.0,0.0,1.0
Amhara Regional Health Bureau,FwvW9BzQWfJ,Gorenj Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,FwvW9BzQWfJ,Gorenj Health Center,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,gLOSk7T11jj,werke Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,gLOSk7T11jj,werke Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,BUykWbSj4hU,Abawarka Health Post,ipv,0.0,1.0,1.0
Amhara Regional Health Bureau,BUykWbSj4hU,Abawarka Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,XvoK9C7gSaY,Dire Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,dQkGkzZ78vv,Shura Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,DlGKOZyjILO,Nabragoacha Health Post,penta3,2.0,0.0,2.0
Amhara Regional Health Bureau,pc9eHrQFNMJ,Ende Shignit Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,pc9eHrQFNMJ,Ende Shignit Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,OIk0SzV1C8l,Aratuamba Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,sqnAVGX4AZa,Tegede Primary Hospital,mcv1,1.0,0.0,1.0
Amhara Regional Health Bureau,SZ3GfHhWytF,Kernaja Health Post,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,GG4JXmpEQ9D,Aymba Health Center,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,M7v4N3tp03V,Zagie Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,skKpED6LqSM,Shima Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,w58UodDzzqB,Yewotet Health Post,ipv,0.0,1.0,1.0
Amhara Regional Health Bureau,w58UodDzzqB,Yewotet Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,pcESOKqrX6a,Kasima Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,IAHTwIVkDZe,Yetija Shebelma Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,UhTeKDiADKn,Hayik Primary Hospital,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,nVJ7qIMPUK5,Aregano Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,FZN1YXK7fWW,Quara Primary Hospital,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,qrxfKAvoYTy,Libo Giorgis Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,qrxfKAvoYTy,Libo Giorgis Health Center,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,DgB2OauLLvP,Meka Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,GEklSKR3cir,Geshogie Health Post,penta3,0.0,2.0,2.0
Amhara Regional Health Bureau,pzirB3wPOCC,Deber elias Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,cTNaWlqRVw6,Kara tamo Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,TF8QtekbNT0,Aringo Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,jKyTvcTJqIM,Dubaba Health Center,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,T39zsY6VAqf,Tahara health post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,T39zsY6VAqf,Tahara health post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,u8pRMJKZdZ4,Wushat Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,u8pRMJKZdZ4,Wushat Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,yzdN5gDqYoy,Assinuara Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,HSftHWcrf2q,Debel Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,pQUml7dqHuH,Bukas Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,qRWNnsX2UCg,Felege Birhan Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,qRWNnsX2UCg,Felege Birhan Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,qRWNnsX2UCg,Felege Birhan Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,qRWNnsX2UCg,Felege Birhan Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,G36XRUNk2hr,Kuak Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,rXelA83UWaQ,Segerat Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,rXelA83UWaQ,Segerat Health Post,full_vacc,0.0,0.0,2.0
Amhara Regional Health Bureau,MtDfBZR1ZFo,Goder Meda Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,MtDfBZR1ZFo,Goder Meda Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,c4VDJvNdBCy,Gabla Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,gncFc2bU81f,Gobera Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,zYsjYss2cP2,Debre Sina Asmare Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,DKKktdtW92M,Chefehuriso Health Post,mcv1,1.0,0.0,1.0
Amhara Regional Health Bureau,iAghJy3dohw,birbira Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,iAghJy3dohw,birbira Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,PfDu9iRaO0o,Zakunat Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,BFXFfJYhmCl,Gorobo Health Post,rota2,2.0,1.0,2.0
Amhara Regional Health Bureau,BFXFfJYhmCl,Gorobo Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,kemMn4SFTsF,Koso Amba Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,cadA0FdBPwG,Alem Ketema Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,cadA0FdBPwG,Alem Ketema Health Center,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,Kb1A0BBhZtX,Akilie Health Center,rota2,NaN,NaN,NaN
Amhara Regional Health Bureau,Kb1A0BBhZtX,Akilie Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,PHTqg6buIl3,Buhoro Health Post,bcg,2.0,0.0,1.0
Amhara Regional Health Bureau,ylWpmg1ACk6,Kewabahra Health Post,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,WLGpTKc6XvA,Janbelew Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,Jz5kKzWdDzY,Seriya Health Post,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,PRVlMashcKG,Hudad Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,Czj6QXdTCA4,Sana Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,zjw7qfzn1p6,Ezana Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,zjw7qfzn1p6,Ezana Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,CygxjRr7muO,Tsehay Sina Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,CjrrBDsATCv,Eniguti Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,ZN5bQpMqf4X,Selit Dima Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,ZN5bQpMqf4X,Selit Dima Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,ZN5bQpMqf4X,Selit Dima Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,AqmtprRlyP4,Bete Mariam Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,UoPLLXsX01L,Mescha Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,UoPLLXsX01L,Mescha Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,d9ESwzckJt0,Mewat Health Center,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,xoI9W9MldvL,Gerebabo Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,xoI9W9MldvL,Gerebabo Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,ee7I0uae0ZC,Segno Gebiya Healthe Post Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,HwVZKJY0I2K,Chkie Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,Mayfe4gA0PK,Yechereka Tsion Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,Mayfe4gA0PK,Yechereka Tsion Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,GPQo8GvYFRW,Gasay Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,brtDsjYFKvq,Macha Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,w8gq61RdXWD,Degon Debre Sina Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,GkTSAifzIcD,Fetlo Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,D1frUOVuaut,Jerjero Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,CsVkAkaSnr5,Mekane-Selam General Hospital,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,mxUy9twWp49,Boren Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,mxUy9twWp49,Boren Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,mxUy9twWp49,Boren Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,mxUy9twWp49,Boren Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,QyEbnrhiK7C,Debretsehay Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,lJYROqHbWEY,Debre Agonat Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,muwvW7bePD3,Kola Asasa Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,bbIJ6xzaFVC,Kalay Sholit Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,QrIn3Nl3TOo,Wofit Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,dGwGoecYqE6,zubamba Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,xNVbiwwC6jr,Gebzemariam Geter Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,LblJfkG5Ruo,Saremeder Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,obeBybeiTsT,Wad Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,kYVeyskfBHB,Yebelo Health Post,penta3,3.0,0.0,1.0
Amhara Regional Health Bureau,wzlSq7vY24k,Zigibla Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,XBRCPSASL0Z,Senbete Health Center,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,EgKGgqFME4X,Tezeba Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,rCcqCkVTsw4,Banbl Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,yiSURZ401zK,Giraram Health Post,bcg,2.0,1.0,1.0
Amhara Regional Health Bureau,E1TYSUmP0Wy,Ashewa Lute  Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,PARhAOxLvOz,Goranda Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,ENOY88lQPk3,Karalegoma Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,CN41PnT4HO1,Kelina Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,qK3rZ79X7o7,Wolidya quraqur Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,fVddIW983C2,Embuli Tesas Dar Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,fVddIW983C2,Embuli Tesas Dar Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,Iq2fR16zaLY,Akuha Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,Iq2fR16zaLY,Akuha Health Post,penta1,0.0,0.0,0.0
