region,hf_id,hf_name,indicator,iqr,zscore,ttt
Amhara Regional Health Bureau,BkXowoURRK1,Kollela Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,bmIqp0j6oU5,Wondye Kuch Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,iRK3wGIOstO,Shngodefer Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,PXUwpZAGZbR,Afessa Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,QG8yPQdLzAn,Resa Health Center,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,WLxhnV5RcwV,Zazi Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,l37ZW7pQmcF,Ewa Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,ojJFH2r6gD6,Kezkez Health Post,rota2,2.0,0.0,1.0
Amhara Regional Health Bureau,oP2wt9bH1Aw,Agerkenegna Kuter2 health post,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,CHbbYXO0uel,Wof Argif Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,CHbbYXO0uel,Wof Argif Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,XLtDPAB8HPr,Gerba Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,UQZaw4sk2Z9,Warka  Primary Hospital,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,tuvqsOzQMfe,Mehalgie Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,eeXdP9JtVnl,Yeserdo Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,QNa5bCWn2Ou,Yewula Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,lZxB6KHb9Zg,Chilaydiba Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,k9dr99Qjgts,Gibtsawit Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,TPR8lex20yb,Birlebiho Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,tkSRsy17IcS,Ayida Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,jDxT2zn5plz,Tezaamba health post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,n65RAqvi9yb,Woretazuria Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,X1C2m4hgq1C,Zeker Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,X1C2m4hgq1C,Zeker Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,rEkajq1giq4,Chertekel Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,rEkajq1giq4,Chertekel Health Center,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,DrV1UhpVkOR,Dire Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,oOVToDnT65d,Checheho Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,ujtrODFFY6e,3 Tu Gimjabet Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,aNX0Vyl94x9,Neway Mariam Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,CKDqOemMjLw,Nifas Mewucha Primary Hospital,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,cdMWqxhAoKr,Tedbabe Mariam Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,cdMWqxhAoKr,Tedbabe Mariam Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,NVQnY8geONu,Gijameri Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,ucSvbsE4J8W,Abet Wuha Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,nkfWM9OUaXq,Selam Amba Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,nkfWM9OUaXq,Selam Amba Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,w9ifbTITNlL,Tinbika Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,TWNwZdYp7wa,Taga Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,pFubRkADKKU,Checkchek Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,pFubRkADKKU,Checkchek Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,TlDN7IUm0St,Weshaweshign Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,pqVysEDsEX4,Eneget Health Post,penta1,2.0,1.0,1.0
Amhara Regional Health Bureau,h3TrJU5Eu57,Keraniyo Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,b3nBEpFiGAZ,Shinfa Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,vvXo5KuQ1Ar,Halaku Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,PuOVM3sWLFF,Liwarie Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,nYTXWFIn7Ne,Tebabit Health Post,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,FcKZGoHW7PE,Sarzina Health Post,bcg,0.0,1.0,1.0
Amhara Regional Health Bureau,UjHs8PjMzRi,Eneba Arbatunsa Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,t5n9g9RlGLI,Masero Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,a6cKjxmqsf0,Wobo Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,ZbpqM83Y8V6,Chewkutir Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,HXUXakaUSxE,Abadra Health Center,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,HXUXakaUSxE,Abadra Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,im0VUWWOfK3,Sirinka Health Center,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,vgSigiIahAV,Michewa Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,dE5uxdcjmzM,Sendew girar Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,tlLqzYM142W,Anchikorere Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,pHTdNK62QLS,Amdework Zuriya Health Post,ipv,0.0,1.0,2.0
Amhara Regional Health Bureau,pHTdNK62QLS,Amdework Zuriya Health Post,penta1,3.0,1.0,1.0
Amhara Regional Health Bureau,l14sBHPcwgC,06 Mutigar Health Post,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,l14sBHPcwgC,06 Mutigar Health Post,penta1,1.0,0.0,1.0
Amhara Regional Health Bureau,qnzBAnz9Ilj,Kechember Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,rvtWmGIhK42,Neguadit Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,cebDEcl46lm,Ayiseg Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,gqA1NWRApix,Azezo T/Haymanot Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,HXQJehy5D7t,Tebisa Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,YbOvXwwOKCB,Ayidie Health Post  ,penta1,2.0,1.0,2.0
Amhara Regional Health Bureau,JOFvl6FAHMl,Debre Selam Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,HZLrjac1MAM,Alabo biraba Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,HZLrjac1MAM,Alabo biraba Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,OSL2KnFYUVx,Teda Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,DFW7quXR1X1,Boenku Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,Va1XC5N9RcU,Ayub Health Post,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,KToNKk0AzY2,Kerwa Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,HirY7GmhATc,Sanq Health Post,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,HirY7GmhATc,Sanq Health Post,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,zdP1V4NJPKZ,Han Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,mIdvpAnqL37,Jihur Health Center,penta1,0.0,0.0,2.0
Amhara Regional Health Bureau,btoekV5j2Ia,Terenasha Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,n9kcrNeupfF,Derehina Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,gUY6v754Tnk,Defrgie Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,Qx8MZOQqXcZ,Ebnat Primary Hospital,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,dirCi8ERzpg,Sanka Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,tGzcDJ8hzop,Sankatikm Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,tGzcDJ8hzop,Sankatikm Health Post,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,UJpSreqpWd4,Fito Health Center,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,BXOxH7SQhG6,Berkegn Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,P1tpYc416gE,Siregedel Health Post,ipv,2.0,1.0,2.0
Amhara Regional Health Bureau,ZFP2iwo77vb,Afenker Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,ZFP2iwo77vb,Afenker Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,Uq1FPHkPqg6,Atate Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,DLShfdr9F19,Chama Korach Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,WHAXvuth88D,Amba Mariyam Health Center,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,SSlET1P3CnX,Bededo Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,P3StaNzF9oi,Kuyu Health Post,full_vacc,1.0,0.0,1.0
Amhara Regional Health Bureau,zFnl9xMBuj7,Teklie Terara Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,YVwCtlPb9Ch,Lamgeno Health Center,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,iyEiPBw0Yku,Agita Ayijasta Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,iyEiPBw0Yku,Agita Ayijasta Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,p6sVVV691sJ,Weqin Health Center,bcg,0.0,1.0,1.0
Amhara Regional Health Bureau,YLJCHtrMKWP,Jejeh Health Post,ipv,2.0,1.0,1.0
Amhara Regional Health Bureau,y1pvoIJ4IUB,Atiko Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,ctUztHg2kuF,Dire Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,T9D7QNxXDZ6,Enebi Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,T9D7QNxXDZ6,Enebi Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,aB360sn2n7j,Sebi Abraham Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,aB360sn2n7j,Sebi Abraham Health Post,rota2,0.0,1.0,1.0
Amhara Regional Health Bureau,qaqWVdPmtDf,Karipo Genda Dewie Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,I2paIEtwc5G,Addisgie Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,abqiFiP5mP6,Tis Abay Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,m5iAnsfSFaw,Abasem Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,OChOEHQOyku,Aywahna serkaysa Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,h3tWrJUIMDt,Dargegn Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,K6N77WXoZDx,Tsirigi  Health Center,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,s2gClISYvPl,Werebegna 023 Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,wUo3BlYL5fD,Denquara Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,wUo3BlYL5fD,Denquara Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,Bab8APEb4sC,Abaselama Health Post,rota2,2.0,0.0,2.0
Amhara Regional Health Bureau,MvIz9HGE1jg,Aferamie Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,lB60iu3D4aC,Leul Alemayehu Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,RBxwfKptVOe,Ahcha Mangur Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,RBxwfKptVOe,Ahcha Mangur Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,vml8Owq8hHi,Abawuram Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,u1JyAz7CcuK,Zegeza Health Post,mcv1,3.0,0.0,1.0
Amhara Regional Health Bureau,ssjDmBuAylA,Wudmen Health Post,penta3,1.0,0.0,1.0
Amhara Regional Health Bureau,NUPeV7jYmn1,Habtegaho health center,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,BFG7r9eEauL,Wagetera Health Post,ipv,0.0,1.0,1.0
Amhara Regional Health Bureau,BFG7r9eEauL,Wagetera Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,UE0AEake4Rk,Estifanose kuter 2 health post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,VXIAUDFfHf4,Enegade Health Center,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,WQbcqcOlfuj,Selama health post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,v9itwBmEHle,Geshober Health Post,bcg,2.0,1.0,1.0
Amhara Regional Health Bureau,PzJEeWJ3hhQ,Shimie Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,AkivnIOXAXV,Tach Ambie Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,f9CxL82Y3ra,Andenet Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,IaT4P1uUOyS,Doyo Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,QH0cVzDKF2u,Wencher Health Post,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,fpWcntuKF2a,Bila Health Center,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,Z7NbsFYT3Xy,Kuaber Lomiye Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,zMEccUe6Kfv,Gofchma Health Center,rota2,NaN,NaN,NaN
Amhara Regional Health Bureau,FkjyYQ3SyiJ,Geregera Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,VkJtvH1xMbG,Tarashahura Health Post,full_vacc,0.0,0.0,2.0
Amhara Regional Health Bureau,DpUl2hABIJ5,Wawucha Health Post,bcg,3.0,0.0,3.0
Amhara Regional Health Bureau,sOKqZOAmjvp,Moyamangulet Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,RdbYHdswJfI,Shat Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,BJjoI6cB5cK,Girarma Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,BJjoI6cB5cK,Girarma Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,pchX4FacakJ,Gerado 015 Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,Zti4f2bdbic,Abahoch Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,Zti4f2bdbic,Abahoch Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,rS8aBVux5tD,Meka Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,Ap0fqA78uNx,Azena Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,Ap0fqA78uNx,Azena Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,A0h4zkXHorE,Arushe Wankate Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,J4R221qqB0W,Dara Health Center,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,J4R221qqB0W,Dara Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,HEKno2EXnPP,Finjet Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,jxWC3pdZKGe,Dibi Health Post ,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,tOzriRNVfvh,Mizan Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,HNowRsSvy0t,Chago Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,G89dv58cW1U,Nuor General Hospital,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,avjbc439Egh,Chachena yisata Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,mY9hDsai5Us,Wonchet Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,RmsYZay8bf6,Elala Health Post,mcv1,0.0,0.0,2.0
Amhara Regional Health Bureau,XRx9kBigvCM,Kernewary Health center,penta3,0.0,0.0,2.0
Amhara Regional Health Bureau,KxxIXgGh0hp,Zachena Health Post,mcv1,2.0,0.0,2.0
Amhara Regional Health Bureau,SKuA3eNTpzm,Ashem Ager Health Post,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,TiGAvWn8Ue7,Rukesi Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,TiGAvWn8Ue7,Rukesi Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,i9vSYrPI7yC,Hato Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,xC1qBtmtVHB,Defecha Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,xC1qBtmtVHB,Defecha Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,sM5a5qmiurq,Ezgeye Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,sM5a5qmiurq,Ezgeye Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,z2diZ8mAlbp,Dembecha Primary Hospital,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,htaqukiCW7U,Janava Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,v3GiQh23GDY,Kirakir Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,tByn7LNu8yp,kener Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,isjSycL5Ej5,Meshira Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,isjSycL5Ej5,Meshira Health Center,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,mhoQU76Qs2H,Abiyot Chora Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,ybdi2B6xhtW,Alhuoay  Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,B96DuM3SZIO,Ella Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,B96DuM3SZIO,Ella Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,vMFrxUCHA3c,Charasekela Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,PKf1PvGShsL,Genete Health Center,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,WJxz3HZG98J,Kidisge Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,qprrp8sPfTH,Atarimesk Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,FPeX4Gq4cBJ,Anto Health Post,ipv,2.0,0.0,0.0
Amhara Regional Health Bureau,OiYWPVRp3ft,Kedijo Health Post,rota2,2.0,0.0,2.0
Amhara Regional Health Bureau,ywlAeg8CSPS,Dengolet Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,Og8ybXj8eKB,Chali Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,yNIYh6P5CtL,Atsede Mariam Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,Yu0sNxlnpAm,Bete hor Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,g0rbtLnyzcX,Atugafered Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,qnArMQbUHxb,Lastie Gerado Health Post,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,EfUyf9joJ0O,Selamgie Health Post,rota2,NaN,NaN,NaN
Amhara Regional Health Bureau,e71T7niYFrx,Lwen Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,e71T7niYFrx,Lwen Health Post,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,zlSD0D19pmr,Tsamla Health Post,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,bFZMsk84OrW,Jeja Behrie Genbe Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,ag92XAxVRcB,Webel Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,ag92XAxVRcB,Webel Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,POhvh5elz0F,Goza health post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,CLxVx9FZdyF,Sertiya Warkage Health Post,ipv,3.0,0.0,2.0
Amhara Regional Health Bureau,ITAXORaABtx,Dibko Health Post,full_vacc,3.0,0.0,1.0
Amhara Regional Health Bureau,OOBfg5pwK6b,Wegeda Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,HftVfiPZHno,Masha Health Center,ipv,1.0,0.0,0.0
Amhara Regional Health Bureau,zI4MYH5TOyx,Meteh Bila Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,RR7ri1fyCNM,Dubeta Health Post,penta1,2.0,0.0,2.0
Amhara Regional Health Bureau,wpjCEAN4mm5,Wogeltena Health Center,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,CTuKl5BrxGc,Mekel Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,UqiNPPCGuVX,Bida Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,V8xpYUMTkLK,Chiri Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,P1ioZHh3T4f,Eyela Health Center,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,CHz6imFqrQV,Awayu Gumeyu Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,CHz6imFqrQV,Awayu Gumeyu Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,iN6gsh4p9nu,Sawna Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,GKfaFwzqBbe,Welela Bahir Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,O9AKiRtpv3E,Gogoftu Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,GFKMXaZrwgV,Abaenteniwos Health Post,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,cx9L3iDRRYK,Adama Dirma Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,nRrUkurOrOC,Debre Kelmo Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,evBPW7fei9t,Tilala Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,Iz6lh1X6mYL,Gult Abishikan Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,DWMZYSwDxAl,Ariga Health Post,rota2,2.0,0.0,2.0
Amhara Regional Health Bureau,o8zAuIL5W9w,Chrecha Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,zFMmuFtFIgm,Abrham Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,c0efi17rNAM,Enamora Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,jB7aHBRphTB,Aykuachakir Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,jB7aHBRphTB,Aykuachakir Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,epniH2PQfrX,Adisgie Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,YSbnAOvmgQ8,Gedamawit Health Post,bcg,2.0,0.0,2.0
Amhara Regional Health Bureau,tO1lEtvDH0j,Shafo Galat Health Post,ipv,0.0,1.0,1.0
Amhara Regional Health Bureau,Dkt8UZ7oIA3,Merewa Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,rIwm6BmkAHD,Seinka Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,oiB2O3sS27G,Andasa Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,gPW29CR2tAh,Ayaber Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,bvuhGLth5u2,Nabega Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,ZZaDiywQfHE,Tiver Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,NzJXl7NySgV,Mleka Lugo Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,xUwYvO1gkHo,Simano Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,I53cacsp9nD,Kundi Health Post,rota2,0.0,1.0,1.0
Amhara Regional Health Bureau,D2MUnIi53Ar,Meriye Health Post,penta3,1.0,0.0,1.0
Amhara Regional Health Bureau,bg0B5IuYfXa,Kentiba Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,ouA85kt4ZjN,Belen Health Center,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,EW6m5CpRjus,Habtegaho health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,ylqDfZqI7JS,Meka Health Post,ipv,0.0,0.0,2.0
Amhara Regional Health Bureau,e2nsiYZElbw,Setila Health Center,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,pVaRzcMEiIG,Kebesa Health Center,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,pVaRzcMEiIG,Kebesa Health Center,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,CezSvgJxSuc,Dereba Health Center,full_vacc,1.0,0.0,1.0
Amhara Regional Health Bureau,cjvBLxkU6Ey,Wulika Zelihon Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,BHZV1CjFTqk,Abi tesfaye Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,geBdB6iIJ0E,Work Meda health center,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,ejivLqPFQXY,Woyzazrt Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,a7TPSSf8oxF,Kore Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,mgOGXJcIlvW,Goha Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,mgOGXJcIlvW,Goha Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,flb9r8dBkKW,Achera Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,lftVyeXKwpw,Bichena Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,LcCfbwqUkSR,Moy Meda Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,zlU5CAsNw0U,Esola Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,yrtiAxogJs6,Amba Gualit Health Post,penta3,2.0,0.0,1.0
Amhara Regional Health Bureau,DgEXL7hQSVv,Aruage Health Post,penta3,1.0,0.0,1.0
